A001n_PN1c_00001-5	reltype=ob	['９', '留学']	９５―９７年、中国・北京大に留学し、帰国後に双子を出産。	['1', '4']
A048n_PN1d_00004-4	reltype=after	['十', '果たし']	[JSP]松本サリン事件の実行役として殺人、殺人未遂罪などに問われた教団元信者、■■■被告（四三）の控訴審判決公判が三十一日、東京高裁で開かれ、金山薫裁判長は「被告の刑事責任は重大だが、果たした役割は従属的」などとして、懲役十七年を言い渡した一審・東京地裁判決を支持、検察側、■■被告側双方の控訴を棄却した。	['63', '76']
A048n_PN1d_00004-4	reltype=after	['十', 'し']	[JSP]松本サリン事件の実行役として殺人、殺人未遂罪などに問われた教団元信者、■■■被告（四三）の控訴審判決公判が三十一日、東京高裁で開かれ、金山薫裁判長は「被告の刑事責任は重大だが、果たした役割は従属的」などとして、懲役十七年を言い渡した一審・東京地裁判決を支持、検察側、■■被告側双方の控訴を棄却した。	['9', '72']
A048n_PN1d_00004-4	reltype=after	['十', '言い渡し']	[JSP]松本サリン事件の実行役として殺人、殺人未遂罪などに問われた教団元信者、■■■被告（四三）の控訴審判決公判が三十一日、東京高裁で開かれ、金山薫裁判長は「被告の刑事責任は重大だが、果たした役割は従属的」などとして、懲役十七年を言い渡した一審・東京地裁判決を支持、検察側、■■被告側双方の控訴を棄却した。	['76', '80']
A048n_PN1d_00004-4	reltype=after	['十', '棄却']	[JSP]松本サリン事件の実行役として殺人、殺人未遂罪などに問われた教団元信者、■■■被告（四三）の控訴審判決公判が三十一日、東京高裁で開かれ、金山薫裁判長は「被告の刑事責任は重大だが、果たした役割は従属的」などとして、懲役十七年を言い渡した一審・東京地裁判決を支持、検察側、■■被告側双方の控訴を棄却した。	['76', '101']
A048n_PN1d_00004-6	reltype=overlap	['平成', 'まい']	[JSP]判決によると、■■被告は■■■■被告＝公判中＝らと共謀し、平成六年六月二十七日未明、長野県松本市北深志の駐車場で噴霧車からサリンをまいて七人を殺害、百数十人に中毒症を負わせた。	['22', '46']
A048n_PN1d_00004-6	reltype=overlap	['平成', '負わ']	[JSP]判決によると、■■被告は■■■■被告＝公判中＝らと共謀し、平成六年六月二十七日未明、長野県松本市北深志の駐車場で噴霧車からサリンをまいて七人を殺害、百数十人に中毒症を負わせた。	['22', '60']
A048n_PN1d_00004-8	reltype=ob	['六', 'かけ']	さらに六年七月から同年十二月にかけて、山梨県上九一色村の教団施設のサリン量産プラントでサリンの生成にかかわった。	['2', '12']
A048n_PN1d_00004-8	reltype=oa	['同年', 'かけ']	さらに六年七月から同年十二月にかけて、山梨県上九一色村の教団施設のサリン量産プラントでサリンの生成にかかわった。	['7', '12']
A048n_PN1d_00004-11	reltype=overlap	['三十', '迎え']	[JSP]マツタケの輸入量が全国消費の四割を占める関西国際空港で三十一日、中国産マツタケの輸入がピークを迎え、関西空港税関支署では係官が通関検査に追われた＝写真。	['18', '30']
A048n_PN1d_00004-11	reltype=overlap	['三十', '追わ']	[JSP]マツタケの輸入量が全国消費の四割を占める関西国際空港で三十一日、中国産マツタケの輸入がピークを迎え、関西空港税関支署では係官が通関検査に追われた＝写真。	['18', '43']
A048n_PN1d_00004-12	reltype=overlap	['この', '通関']	[JSP]この日、関空で通関されたマツタケは三十五トンで、中国雲南省産が七割、残りが四川省、吉林省から空輸。	['2', '7']
A048n_PN1d_00004-13	reltype=overlap	['六', '始まり']	中国産は六月から輸入が始まり、九月に入ると、主流は韓国産に移る。	['4', '9']
A048n_PN1d_00004-13	reltype=before	['六', '入る']	中国産は六月から輸入が始まり、九月に入ると、主流は韓国産に移る。	['4', '14']
A048n_PN1d_00004-13	reltype=before	['六', '移る']	中国産は六月から輸入が始まり、九月に入ると、主流は韓国産に移る。	['4', '22']
A048n_PN1d_00004-13	reltype=after	['九', '始まり']	中国産は六月から輸入が始まり、九月に入ると、主流は韓国産に移る。	['9', '11']
A048n_PN1d_00004-13	reltype=overlap	['九', '移る']	中国産は六月から輸入が始まり、九月に入ると、主流は韓国産に移る。	['11', '22']
A048n_PN1d_00004-15	reltype=overlap	['今年', '取引']	輸入業者によると今年は色や香りも上々で、現在一キロ当たり高値一万五千円程度で取引され、例年より二割ほど安いという。	['7', '27']
A048n_PN1d_00004-15	reltype=overlap	['今年', 'いう']	輸入業者によると今年は色や香りも上々で、現在一キロ当たり高値一万五千円程度で取引され、例年より二割ほど安いという。	['7', '38']
A048n_PN1d_00004-15	reltype=overlap	['現在', '取引']	輸入業者によると今年は色や香りも上々で、現在一キロ当たり高値一万五千円程度で取引され、例年より二割ほど安いという。	['16', '27']
A048n_PN1d_00004-15	reltype=overlap	['現在', 'いう']	輸入業者によると今年は色や香りも上々で、現在一キロ当たり高値一万五千円程度で取引され、例年より二割ほど安いという。	['16', '38']
A048n_PN1d_00004-20	reltype=overlap	['六', '見つかっ']	兵庫県尼崎市武庫川町の機械据え付け業の男性（六一）の会社兼自宅で三十一日午後、男性の妻（五五）や警察官が、浴室の壁（厚さ約八センチ）から見つかった小動物の死がいを人間の赤ちゃんと早合点し、兵庫県警が一時本格的に捜査に乗り出す騒ぎがあった。	['13', '49']
A048n_PN1d_00004-20	reltype=overlap	['六', '早']	兵庫県尼崎市武庫川町の機械据え付け業の男性（六一）の会社兼自宅で三十一日午後、男性の妻（五五）や警察官が、浴室の壁（厚さ約八センチ）から見つかった小動物の死がいを人間の赤ちゃんと早合点し、兵庫県警が一時本格的に捜査に乗り出す騒ぎがあった。	['13', '60']
A048n_PN1d_00004-20	reltype=overlap	['六', '乗り出す']	兵庫県尼崎市武庫川町の機械据え付け業の男性（六一）の会社兼自宅で三十一日午後、男性の妻（五五）や警察官が、浴室の壁（厚さ約八センチ）から見つかった小動物の死がいを人間の赤ちゃんと早合点し、兵庫県警が一時本格的に捜査に乗り出す騒ぎがあった。	['13', '74']
A048n_PN1d_00004-20	reltype=overlap	['六', 'あっ']	兵庫県尼崎市武庫川町の機械据え付け業の男性（六一）の会社兼自宅で三十一日午後、男性の妻（五五）や警察官が、浴室の壁（厚さ約八センチ）から見つかった小動物の死がいを人間の赤ちゃんと早合点し、兵庫県警が一時本格的に捜査に乗り出す騒ぎがあった。	['13', '77']
A048n_PN1d_00004-20	reltype=overlap	['三十', '見つかっ']	兵庫県尼崎市武庫川町の機械据え付け業の男性（六一）の会社兼自宅で三十一日午後、男性の妻（五五）や警察官が、浴室の壁（厚さ約八センチ）から見つかった小動物の死がいを人間の赤ちゃんと早合点し、兵庫県警が一時本格的に捜査に乗り出す騒ぎがあった。	['21', '49']
A048n_PN1d_00004-20	reltype=overlap	['三十', '早']	兵庫県尼崎市武庫川町の機械据え付け業の男性（六一）の会社兼自宅で三十一日午後、男性の妻（五五）や警察官が、浴室の壁（厚さ約八センチ）から見つかった小動物の死がいを人間の赤ちゃんと早合点し、兵庫県警が一時本格的に捜査に乗り出す騒ぎがあった。	['21', '60']
A048n_PN1d_00004-20	reltype=overlap	['三十', '乗り出す']	兵庫県尼崎市武庫川町の機械据え付け業の男性（六一）の会社兼自宅で三十一日午後、男性の妻（五五）や警察官が、浴室の壁（厚さ約八センチ）から見つかった小動物の死がいを人間の赤ちゃんと早合点し、兵庫県警が一時本格的に捜査に乗り出す騒ぎがあった。	['21', '74']
A048n_PN1d_00004-20	reltype=overlap	['三十', 'あっ']	兵庫県尼崎市武庫川町の機械据え付け業の男性（六一）の会社兼自宅で三十一日午後、男性の妻（五五）や警察官が、浴室の壁（厚さ約八センチ）から見つかった小動物の死がいを人間の赤ちゃんと早合点し、兵庫県警が一時本格的に捜査に乗り出す騒ぎがあった。	['21', '77']
A048n_PN1d_00004-20	reltype=overlap	['五', '見つかっ']	兵庫県尼崎市武庫川町の機械据え付け業の男性（六一）の会社兼自宅で三十一日午後、男性の妻（五五）や警察官が、浴室の壁（厚さ約八センチ）から見つかった小動物の死がいを人間の赤ちゃんと早合点し、兵庫県警が一時本格的に捜査に乗り出す騒ぎがあった。	['30', '31']
A048n_PN1d_00004-20	reltype=overlap	['五', '早']	兵庫県尼崎市武庫川町の機械据え付け業の男性（六一）の会社兼自宅で三十一日午後、男性の妻（五五）や警察官が、浴室の壁（厚さ約八センチ）から見つかった小動物の死がいを人間の赤ちゃんと早合点し、兵庫県警が一時本格的に捜査に乗り出す騒ぎがあった。	['30', '31']
A048n_PN1d_00004-20	reltype=overlap	['五', '乗り出す']	兵庫県尼崎市武庫川町の機械据え付け業の男性（六一）の会社兼自宅で三十一日午後、男性の妻（五五）や警察官が、浴室の壁（厚さ約八センチ）から見つかった小動物の死がいを人間の赤ちゃんと早合点し、兵庫県警が一時本格的に捜査に乗り出す騒ぎがあった。	['30', '31']
A048n_PN1d_00004-20	reltype=overlap	['五', 'あっ']	兵庫県尼崎市武庫川町の機械据え付け業の男性（六一）の会社兼自宅で三十一日午後、男性の妻（五五）や警察官が、浴室の壁（厚さ約八センチ）から見つかった小動物の死がいを人間の赤ちゃんと早合点し、兵庫県警が一時本格的に捜査に乗り出す騒ぎがあった。	['30', '31']
A049n_PN1e_00004-5	reltype=after	['初日', '浴びる']	このところ、大関としてふがいないと批判を浴びることもあったが、初日に続いて本来の馬力あふれる取り口を見せている。	['12', '19']
A049n_PN1e_00004-10	reltype=overlap	['二', '出']	二日間とも前に出られている。	['1', '6']
A049n_PN1e_00004-12	reltype=overlap	['昨年', '挙げ']	[JSP]昨年春場所で１２勝を挙げ、大関の座をつかんだ武双山。	['2', '10']
A049n_PN1e_00004-12	reltype=overlap	['昨年', 'つかん']	[JSP]昨年春場所で１２勝を挙げ、大関の座をつかんだ武双山。	['2', '16']
A049n_PN1e_00004-32	reltype=before	['一', '上がら']	「一年前は、今ごろ序二段の上の方にいると思っていたけど、番付があまり上がらなくて」と苦笑い。	['2', '27']
A049n_PN1e_00004-39	reltype=overlap	['初日', '発表']	[JSP]日本相撲協会は春場所初日の十一日、今場所の新弟子検査合格者六十五人を発表した。	['8', '26']
A049n_PN1e_00004-39	reltype=overlap	['十', '発表']	[JSP]日本相撲協会は春場所初日の十一日、今場所の新弟子検査合格者六十五人を発表した。	['10', '26']
A049n_PN1e_00004-50	reltype=overlap	['十', '対戦']	[JSP]サッカーのイタリア一部リーグ（セリエＡ）で首位のローマは十一日、当地でブレシャと対戦し３―１（前半１―１）で快勝して、連勝を７に伸ばした。	['17', '25']
A049n_PN1e_00004-50	reltype=overlap	['十', '快勝']	[JSP]サッカーのイタリア一部リーグ（セリエＡ）で首位のローマは十一日、当地でブレシャと対戦し３―１（前半１―１）で快勝して、連勝を７に伸ばした。	['17', '37']
A049n_PN1e_00004-50	reltype=overlap	['十', '伸ばし']	[JSP]サッカーのイタリア一部リーグ（セリエＡ）で首位のローマは十一日、当地でブレシャと対戦し３―１（前半１―１）で快勝して、連勝を７に伸ばした。	['17', '45']
A049n_PN1e_00004-51	reltype=after	['３', 'リード']	中田はローマが２―１とリードした後の後半３６分から途中交代で登場し、リーグ戦に４試合ぶりに出場した。	['9', '15']
A049n_PN1e_00004-54	reltype=overlap	['十', '対戦']	[JSP]サッカーのスペイン一部リーグで十一日、ＦＷ西沢明訓の所属するエスパニョールは当地でオビエドと対戦し、２―２で引き分けた。	['9', '25']
A049n_PN1e_00004-54	reltype=overlap	['十', '引き分け']	[JSP]サッカーのスペイン一部リーグで十一日、ＦＷ西沢明訓の所属するエスパニョールは当地でオビエドと対戦し、２―２で引き分けた。	['9', '32']
A049n_PN1e_00004-55	reltype=after	['３', '外れ']	[JSP]３試合ぶりに先発メンバーから外れた西沢は２―２の後半３４分から出場したが、ほとんど見せ場がないままに終わった。	['2', '9']
A049n_PN1e_00004-55	reltype=before	['３', 'ない']	[JSP]３試合ぶりに先発メンバーから外れた西沢は２―２の後半３４分から出場したが、ほとんど見せ場がないままに終わった。	['2', '18']
A049n_PN1e_00004-55	reltype=before	['３', '終わっ']	[JSP]３試合ぶりに先発メンバーから外れた西沢は２―２の後半３４分から出場したが、ほとんど見せ場がないままに終わった。	['2', '18']
A049n_PN1e_00004-59	reltype=overlap	['十', '行い']	[JSP]男子ゴルフのフロリダクラシックは十日、フロリダ州ゲーンズビルＣＣ（パー７１）で第３ラウンドを行い、今田竜二は通算１０アンダー、２０３で、首位に１打差の２位に上昇した。	['8', '25']
A049n_PN1e_00004-59	reltype=overlap	['十', '上昇']	[JSP]男子ゴルフのフロリダクラシックは十日、フロリダ州ゲーンズビルＣＣ（パー７１）で第３ラウンドを行い、今田竜二は通算１０アンダー、２０３で、首位に１打差の２位に上昇した。	['8', '49']
A049n_PN1e_00004-64	reltype=overlap	['十', '行い']	[JSP]米女子プロゴルフツアーのウェルチ・サークルＫ選手権は十一日、アリゾナ州ツーソンのランドルフ公園北コース（パー７２）で最終ラウンドを行い、福嶋晃子は通算８アンダー、２８０の２７位。	['15', '36']
A050n_PN2b_00004-5	reltype=overlap	['２', '開か']	[JSP]イスラエルとパレスチナ自治政府の停戦に向けた最高治安当局者協議が２２日、米国のジニ特使の仲介で開かれたが、停戦条件をめぐる両者の対立は解けず、再び合意に達しないまま閉幕した。	['18', '19']
A050n_PN2b_00004-5	reltype=overlap	['２', '解け']	[JSP]イスラエルとパレスチナ自治政府の停戦に向けた最高治安当局者協議が２２日、米国のジニ特使の仲介で開かれたが、停戦条件をめぐる両者の対立は解けず、再び合意に達しないまま閉幕した。	['18', '19']
A050n_PN2b_00004-5	reltype=overlap	['２', '達し']	[JSP]イスラエルとパレスチナ自治政府の停戦に向けた最高治安当局者協議が２２日、米国のジニ特使の仲介で開かれたが、停戦条件をめぐる両者の対立は解けず、再び合意に達しないまま閉幕した。	['18', '19']
A050n_PN2b_00004-7	reltype=overlap	['同日', '前後']	[JSP]一方、協議開催と前後して同日、ヨルダン川西岸のパレスチナ自治区ジェニン北方のイスラエル軍検問所で起きた自爆テロについて、アラファト・パレスチナ自治政府議長の支持基盤であるパレスチナ解放機構（ＰＬＯ）主流派ファタハの軍事部門「アルアクサ殉教者団」が犯行を認めた。	['7', '10']
A050n_PN2b_00004-7	reltype=overlap	['同日', '起き']	[JSP]一方、協議開催と前後して同日、ヨルダン川西岸のパレスチナ自治区ジェニン北方のイスラエル軍検問所で起きた自爆テロについて、アラファト・パレスチナ自治政府議長の支持基盤であるパレスチナ解放機構（ＰＬＯ）主流派ファタハの軍事部門「アルアクサ殉教者団」が犯行を認めた。	['10', '27']
A050n_PN2b_00004-7	reltype=overlap	['同日', '認め']	[JSP]一方、協議開催と前後して同日、ヨルダン川西岸のパレスチナ自治区ジェニン北方のイスラエル軍検問所で起きた自爆テロについて、アラファト・パレスチナ自治政府議長の支持基盤であるパレスチナ解放機構（ＰＬＯ）主流派ファタハの軍事部門「アルアクサ殉教者団」が犯行を認めた。	['10', '67']
A050n_PN2b_00004-9	reltype=overlap	['２', '指定']	[JSP]アルアクサ殉教者団は２１日のエルサレム繁華街での自爆テロ後、米国務省から「外国テロ組織」に指定され、この事件について２２日に新たな犯行声明文を出した。	['7', '30']
A050n_PN2b_00004-9	reltype=before	['２', '出し']	[JSP]アルアクサ殉教者団は２１日のエルサレム繁華街での自爆テロ後、米国務省から「外国テロ組織」に指定され、この事件について２２日に新たな犯行声明文を出した。	['7', '39']
A050n_PN2b_00004-9	reltype=after	['２', '指定']	[JSP]アルアクサ殉教者団は２１日のエルサレム繁華街での自爆テロ後、米国務省から「外国テロ組織」に指定され、この事件について２２日に新たな犯行声明文を出した。	['7', '30']
A050n_PN2b_00004-9	reltype=overlap	['２', '出し']	[JSP]アルアクサ殉教者団は２１日のエルサレム繁華街での自爆テロ後、米国務省から「外国テロ組織」に指定され、この事件について２２日に新たな犯行声明文を出した。	['7', '39']
A050n_PN2b_00004-12	reltype=before	['２', '予定']	[JSP]米政府は２２日、来週初めにもエジプトで予定されるチェイニー副大統領とアラファト議長との会談について「（議長が）テロを停止させるという会談開催の条件を満たしていない」と難色を示し、アラファト議長の対応を改めて非難した。	['5', '6']
A050n_PN2b_00004-12	reltype=overlap	['２', '示し']	[JSP]米政府は２２日、来週初めにもエジプトで予定されるチェイニー副大統領とアラファト議長との会談について「（議長が）テロを停止させるという会談開催の条件を満たしていない」と難色を示し、アラファト議長の対応を改めて非難した。	['5', '6']
A050n_PN2b_00004-12	reltype=overlap	['２', '非難']	[JSP]米政府は２２日、来週初めにもエジプトで予定されるチェイニー副大統領とアラファト議長との会談について「（議長が）テロを停止させるという会談開催の条件を満たしていない」と難色を示し、アラファト議長の対応を改めて非難した。	['5', '6']
A050n_PN2b_00004-12	reltype=overlap	['来週', '予定']	[JSP]米政府は２２日、来週初めにもエジプトで予定されるチェイニー副大統領とアラファト議長との会談について「（議長が）テロを停止させるという会談開催の条件を満たしていない」と難色を示し、アラファト議長の対応を改めて非難した。	['9', '15']
A050n_PN2b_00004-12	reltype=after	['来週', '満たし']	[JSP]米政府は２２日、来週初めにもエジプトで予定されるチェイニー副大統領とアラファト議長との会談について「（議長が）テロを停止させるという会談開催の条件を満たしていない」と難色を示し、アラファト議長の対応を改めて非難した。	['9', '47']
A050n_PN2b_00004-12	reltype=after	['来週', '示し']	[JSP]米政府は２２日、来週初めにもエジプトで予定されるチェイニー副大統領とアラファト議長との会談について「（議長が）テロを停止させるという会談開催の条件を満たしていない」と難色を示し、アラファト議長の対応を改めて非難した。	['9', '55']
A050n_PN2b_00004-12	reltype=after	['来週', '非難']	[JSP]米政府は２２日、来週初めにもエジプトで予定されるチェイニー副大統領とアラファト議長との会談について「（議長が）テロを停止させるという会談開催の条件を満たしていない」と難色を示し、アラファト議長の対応を改めて非難した。	['9', '63']
A050n_PN2b_00004-13	reltype=overlap	['２', 'し']	２２日、パレスチナ自治区ガザで覆面をし戦闘態勢を整える「アルアクサ殉教者団」のメンバー＝ロイター	['1', '2']
A050n_PN2b_00004-13	reltype=overlap	['２', '整える']	２２日、パレスチナ自治区ガザで覆面をし戦闘態勢を整える「アルアクサ殉教者団」のメンバー＝ロイター	['1', '2']
A050n_PN2b_00004-18	reltype=overlap	['２', '発生']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['7', '12']
A050n_PN2b_00004-18	reltype=before	['２', 'つながる']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['7', '22']
A050n_PN2b_00004-18	reltype=before	['２', '用意']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['7', '22']
A050n_PN2b_00004-18	reltype=before	['２', '提案']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['7', '22']
A050n_PN2b_00004-18	reltype=before	['２', 'し']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['7', '13']
A050n_PN2b_00004-18	reltype=after	['２', '発生']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['7', '12']
A050n_PN2b_00004-18	reltype=before	['２', 'つながる']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['7', '22']
A050n_PN2b_00004-18	reltype=before	['２', '用意']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['7', '22']
A050n_PN2b_00004-18	reltype=before	['２', '提案']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['7', '22']
A050n_PN2b_00004-18	reltype=overlap	['２', 'し']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['7', '13']
A050n_PN2b_00004-18	reltype=after	['数', '発生']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['12', '47']
A050n_PN2b_00004-18	reltype=overlap	['数', '提案']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['47', '60']
A050n_PN2b_00004-18	reltype=after	['数', 'し']	[JSP]ペルーの首都リマで２０日夜に発生した爆弾事件で、トレド大統領は２２日、犯人逮捕につながる情報提供者に１００万ドルの懸賞金を用意する一方、数日中に法改正を含むテロ対策を議会に提案する方針を明らかにした。	['13', '47']
A050n_PN2b_00004-19	reltype=overlap	['２', '切り上げ']	[JSP]大統領は２１日深夜、メキシコ・モンテレイで開かれていた国連開発資金会議への参加を切り上げて急きょ帰国した。	['4', '26']
A050n_PN2b_00004-19	reltype=overlap	['２', '帰国']	[JSP]大統領は２１日深夜、メキシコ・モンテレイで開かれていた国連開発資金会議への参加を切り上げて急きょ帰国した。	['4', '29']
A050n_PN2b_00004-20	reltype=overlap	['２', '訪問']	[JSP]ブッシュ米大統領は２３日午後、現職の米大統領として初めてペルーを訪問する。	['6', '21']
A050n_PN2b_00004-26	reltype=oa	['２', '開か']	[JSP]メキシコのモンテレイで開かれていた国連の開発資金国際会議は２２日、先進国が開発途上国へ出す政府開発援助（ＯＤＡ）を、国民総生産（ＧＮＰ）の０・７％に引き上げるよう促す合意文書（モンテレイ・コンセンサス）を採択し、閉幕した。	['6', '18']
A050n_PN2b_00004-26	reltype=before	['２', '出す']	[JSP]メキシコのモンテレイで開かれていた国連の開発資金国際会議は２２日、先進国が開発途上国へ出す政府開発援助（ＯＤＡ）を、国民総生産（ＧＮＰ）の０・７％に引き上げるよう促す合意文書（モンテレイ・コンセンサス）を採択し、閉幕した。	['18', '19']
A050n_PN2b_00004-26	reltype=before	['２', '引き上げる']	[JSP]メキシコのモンテレイで開かれていた国連の開発資金国際会議は２２日、先進国が開発途上国へ出す政府開発援助（ＯＤＡ）を、国民総生産（ＧＮＰ）の０・７％に引き上げるよう促す合意文書（モンテレイ・コンセンサス）を採択し、閉幕した。	['18', '19']
A050n_PN2b_00004-26	reltype=overlap	['２', '採択']	[JSP]メキシコのモンテレイで開かれていた国連の開発資金国際会議は２２日、先進国が開発途上国へ出す政府開発援助（ＯＤＡ）を、国民総生産（ＧＮＰ）の０・７％に引き上げるよう促す合意文書（モンテレイ・コンセンサス）を採択し、閉幕した。	['18', '19']
A050n_PN2b_00004-26	reltype=overlap	['２', '閉幕']	[JSP]メキシコのモンテレイで開かれていた国連の開発資金国際会議は２２日、先進国が開発途上国へ出す政府開発援助（ＯＤＡ）を、国民総生産（ＧＮＰ）の０・７％に引き上げるよう促す合意文書（モンテレイ・コンセンサス）を採択し、閉幕した。	['18', '19']
A050n_PN2b_00004-27	reltype=after	['３', '訴え']	[JSP]アナン事務総長は先進国からの援助額を倍増させる必要があると訴え、ブッシュ米大統領も「３年間で援助額を５０％増やす」と約束した。	['20', '27']
A050n_PN2b_00004-27	reltype=after	['３', '約束']	[JSP]アナン事務総長は先進国からの援助額を倍増させる必要があると訴え、ブッシュ米大統領も「３年間で援助額を５０％増やす」と約束した。	['27', '39']
A050n_PN2b_00004-35	reltype=before	['昨年', 'つながる']	昨年の米同時多発テロを受け、各国首脳や国際機関代表からテロ撲滅につながる形の貧困対策を求める声が相次いだ。	['1', '20']
A050n_PN2b_00004-35	reltype=before	['昨年', '求める']	昨年の米同時多発テロを受け、各国首脳や国際機関代表からテロ撲滅につながる形の貧困対策を求める声が相次いだ。	['1', '26']
A050n_PN2b_00004-35	reltype=before	['昨年', '相']	昨年の米同時多発テロを受け、各国首脳や国際機関代表からテロ撲滅につながる形の貧困対策を求める声が相次いだ。	['1', '29']
A051n_PN2d_00004-20	reltype=overlap	['一', '作り']	[JSP]香川の直島で一九九八年、築二百五十年の民家の中にプールを作りました。	['6', '23']
A051n_PN2d_00004-36	reltype=overlap	['今年', 'かけ']	[JSP]今年は夏から秋にかけて、韓国で巡回展が決まっています。	['2', '8']
A051n_PN2d_00004-36	reltype=ob	['夏', 'かけ']	[JSP]今年は夏から秋にかけて、韓国で巡回展が決まっています。	['4', '8']
A051n_PN2d_00004-36	reltype=after	['夏', '決まっ']	[JSP]今年は夏から秋にかけて、韓国で巡回展が決まっています。	['4', '16']
A051n_PN2d_00004-36	reltype=oa	['秋', 'かけ']	[JSP]今年は夏から秋にかけて、韓国で巡回展が決まっています。	['6', '8']
A051n_PN2d_00004-36	reltype=after	['秋', '決まっ']	[JSP]今年は夏から秋にかけて、韓国で巡回展が決まっています。	['6', '16']
A051n_PN2d_00004-39	reltype=overlap	['８', '開か']	８８年、ベネチアで開かれた国際現代美術展アペルト部門に、デジタルカウンターを使った最初の作品を発表。	['1', '2']
A051n_PN2d_00004-39	reltype=overlap	['８', '使っ']	８８年、ベネチアで開かれた国際現代美術展アペルト部門に、デジタルカウンターを使った最初の作品を発表。	['1', '2']
A051n_PN2d_00004-54	reltype=overlap	['最近', 'やわらげる']	[JSP]そんな宮島作品が、最近、末期がんを宣告された患者の痛みをやわらげる効果がある、と注目されている。	['7', '20']
A052n_PN2e_00004-8	reltype=overlap	['八', '正式']	[JSP]ヒューズ氏は、先に子供の教育問題を理由に辞意を表明し、八日に正式辞任した。	['20', '23']
A052n_PN2e_00004-12	reltype=overlap	['一', '雇わ']	一九七七年にブッシュ元大統領の選挙参謀に雇われ、ブッシュ家との付き合いが始まった。	['1', '14']
A052n_PN2e_00004-12	reltype=overlap	['一', '始まっ']	一九七七年にブッシュ元大統領の選挙参謀に雇われ、ブッシュ家との付き合いが始まった。	['1', '23']
A052n_PN2e_00004-13	reltype=after	['二', '出馬']	現大統領が州知事選に出馬した時に再び雇われ、再選、二〇〇〇年の大統領選と三連勝したことで揺るぎない信頼を得た。	['8', '19']
A052n_PN2e_00004-13	reltype=after	['二', '雇わ']	現大統領が州知事選に出馬した時に再び雇われ、再選、二〇〇〇年の大統領選と三連勝したことで揺るぎない信頼を得た。	['14', '19']
A052n_PN2e_00004-13	reltype=overlap	['二', '得']	現大統領が州知事選に出馬した時に再び雇われ、再選、二〇〇〇年の大統領選と三連勝したことで揺るぎない信頼を得た。	['19', '37']
A052n_PN2e_00004-20	reltype=overlap	['三', '促し']	三月の鉄鋼セーフガード措置（緊急輸入制限）発動という「自由貿易」の政権看板に反する保護主義政策も、民主党寄りの労組票獲得のために決断を促したとされる。	['1', '41']
A052n_PN2e_00004-21	reltype=overlap	['六', 'し']	[JSP]また、六月には「対テロ戦争」は超党派の支持を集めやすい与党有利の争点だとして、秋の中間選挙で前面に掲げて戦うよう共和党に指示を飛ばしていることが発覚した。	['4', '27']
